             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          16453695  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453694  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453693  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453692  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453691  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453690  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453689  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453688  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453687  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453686  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453685  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453684  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453683  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453682  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453681  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453680  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453679  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453678  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453677  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453676  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453675  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453674  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453673  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453672  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453671  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453670  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453669  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453668  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453667  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453666  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453665  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453664  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453663  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453662  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453661  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453660  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453659  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453658  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453657  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453656  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453655  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453654  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453653  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453652  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453651  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453650  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453649  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453648  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453647  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453646  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453645  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453644  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453643  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453642  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453641  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453640  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453639  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453638  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453637  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453636  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453635  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453634  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453633  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453632  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453631  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453630  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453629  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453628  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453627  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453626  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453625  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453624  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453623  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453622  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453621  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453620  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453619  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453618  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453617  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453616  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453615  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453614  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453613  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453612  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453611  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453610  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453608  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453607  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453606  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453605  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453604  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453603  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453602  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453601  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453600  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453599  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453598  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453597  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16453596  gpu_ss11    myjob  twolter PD       0:00      1 (Priority)
          16452468  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452467  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452466  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452465  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452464  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452463  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452462  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452461  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452460  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452459  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452458  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452457  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452456  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452455  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452454  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452453  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452452  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452451  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452450  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452449  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452448  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16452447  gpu_ss11 cu25-cuo    rkang PD       0:00      1 (Priority)
          16451949  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451947  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451946  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451945  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451944  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451943  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451942  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451941  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451940  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451939  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451938  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451937  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451936  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16451935  gpu_ss11 cu25-co-    rkang PD       0:00      1 (Priority)
          16447981  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447980  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447979  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447978  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447977  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447976  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447975  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447974  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447973  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447972  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447971  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447970  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447969  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16447968  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Priority)
          16441765  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441764  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441763  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441762  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441761  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441760  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441759  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441758  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441757  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441756  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441754  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441753  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441752  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16441751  gpu_ss11       96  genwang PD       0:00     64 (Priority)
          16436994  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436993  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436992  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436991  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436990  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436989  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436988  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436987  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436986  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436985  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436984  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436983  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436982  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436981  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436980  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436979  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436978  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436977  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436976  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436975  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436974  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436973  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436972  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436971  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436970  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436969  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436968  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436967  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436966  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436965  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436964  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436963  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436962  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436961  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436960  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436959  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436958  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436957  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436956  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436955  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436954  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436953  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436952  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436951  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436950  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436949  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436948  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436947  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436946  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436945  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436944  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436943  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436942  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436941  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436940  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436939  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436938  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436937  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436936  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436935  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436934  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436933  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436932  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436931  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436930  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436929  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436928  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436927  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436926  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436925  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436924  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436923  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436922  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436921  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436920  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436919  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436918  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436917  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436916  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436915  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436914  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436913  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436912  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436911  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436910  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436909  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436908  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436907  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436906  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436905  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436904  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436903  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436902  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436901  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436900  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436899  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436898  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436897  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436896  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436895  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436894  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436893  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436892  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436890  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436889  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436888  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436887  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436886  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436885  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436884  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436883  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436882  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436881  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436880  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436879  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436878  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436877  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436876  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436875  gpu_ss11 40ID_xco   ckelly PD       0:00     16 (Dependency)
          16436391  gpu_ss11 pm_submi   pmtuan PD       0:00      1 (Priority)
          16436390  gpu_ss11 pm_submi   pmtuan PD       0:00      1 (Priority)
          16401558  gpu_ss11  WRe_900 samolyuk PD       0:00      4 (Priority)
          16401132  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401131  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401130  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401120  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401045  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401043  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401042  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401041  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16401039  gpu_ss11    VNb_1 samolyuk PD       0:00     64 (Priority)
          16399745  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399741  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399739  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399736  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399733  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399731  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399726  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399723  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399720  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399690  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16399688  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16397561  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16397560  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16397559  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16397557  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16397554  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16390223  gpu_ss11     64If  genwang PD       0:00     64 (Priority)
          16380067  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380066  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380065  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380064  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380063  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380062  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380061  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380060  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380059  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380057  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16380056  gpu_ss11 waterh2_ jtfuller PD       0:00      1 (Dependency)
          16351797  gpu_ss11 pd192-6h   bajack PD       0:00      2 (Dependency)
          16351794  gpu_ss11 pd192-6h   bajack PD       0:00      2 (Priority)
          16351599  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351596  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351593  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351590  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351588  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351535  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351533  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351530  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351526  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Priority)
          16351486  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351484  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351479  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351470  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Dependency)
          16351465  gpu_ss11 pd192-0h   bajack PD       0:00      2 (Priority)
          16333481  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333478  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333475  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333474  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333472  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333470  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333468  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333466  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333464  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333461  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333459  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333457  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333455  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333453  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333449  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333446  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333443  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333440  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333434  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333431  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333429  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333425  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333422  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333419  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333416  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
          16333413  gpu_ss11 my_gpu_j  mjohns9 PD       0:00      1 (Priority)
